,text,label
1994,"Hết thời ăn nên làm ra, lợi nhuận nhiều ngân hàng sụt giảm mạnh",Negative
1995,"Ngày 28/09/2018, Sở Giao dịch Chứng khoán Thành phố Hồ Chí Minh (SGDCK TP.HCM) đã ban hành Quyết định số 382/QĐ-SGDHCM về việc chuyển cổ phiếu của Công ty Cổ phần Đầu tư và Xây dựng Bưu điện (mã chứng khoán: PTC) từ diện cảnh báo sang diện kiểm soát kể từ ngày 
05/10/2018 do ”Lợi nhuận sau thuế của cổ đông công ty mẹ 6 tháng đầu năm 2018 là -7,32 tỷ đồng, lợi nhuận sau thuế chưa phân phối tính đến ngày 30/06/2018 là -21,24 tỷ đồng và kiểm toán từ chối đưa ra kết luận trên Báo cáo tài chính hợp nhất soát xét bán niên năm 2018 có thể ảnh hưởng đến quyền lợi của nhà đầu tư”. Ngày 26/08/2020, SGDCK TP.HCM đã nhận được BCTC hợp nhất soát xét bán niên năm 2020 của PTC. Theo đó, Lợi nhuận sau thuế của cổ đông công ty mẹ 6 tháng đầu năm 2020 là 10,78 tỷ đồng và Lợi nhuận sau thuế chưa phân phối đến ngày 30/06/2020 là 12,42 tỷ đồng, tuy nhiên BCTC vẫn có ý kiến kiểm toán ngoại trừ và nhấn mạnh. Căn cứ quy định tại Khoản 5 Điều 23 Quy chế niêm yết chứng khoán tại SGDCK TP.HCM ban hành kèm theo Quyết định số 85/QĐ-SGDHCM, nêu rõ “
Trong những trường hợp cần thiết để bảo vệ quyền lợi của các nhà đầu tư, SGDCK có thể xem xét duy trì diện kiểm soát đối với chứng khoán của tổ chức niêm yết”. Do đó, dù công ty đã có lãi trong 6 tháng đầu năm 2020 và không còn lỗ lũy kế nhưng những vấn đề ngoại trừ trên BCTC kiểm toán tồn tại đã lâu, công ty vẫn chưa khắc phục và có khả năng ảnh hưởng đến kết quả hoạt động sản xuất kinh doanh và tình hình tài chính của công ty. SGDCK TP.HCM
 tiếp tục giữ nguyên diện kiểm soát đối với cổ phiếu PTC do những vấn đề ngoại trừ trên BCTC kiểm toán tồn tại đã lâu, công ty vẫn chưa khắc phục và có khả năng ảnh hưởng đến kết quả hoạt động sản xuất kinh doanh và tình hình tài chính của công ty. Việc xem xét hướng xử lý tiếp theo đối với cổ phiếu PTC căn cứ vào BCTC kiểm toán năm 2020 của Công ty Cổ phần Đầu tư và Xây dựng Bưu điện.",Negative
1996,"Tại cuộc họp ĐHĐCĐ thường niên của CTCP FPT (HOSE: FPT) chiều ngày 08/04, Thành viên HĐQT – ông Bùi Quang Ngọc đã thay mặt FPT trả lời câu hỏi của cổ đông về câu chuyện giải quyết tình trạng nghẽn lệnh giao dịch tại sàn giao dịch chứng khoán TP HCM (HOSE)",Neutral
1997,"Đến 2025, MSN định hướng mô hình này sẽ có 35-45% doanh thu đến từ hàng tươi sống, biên lợi nhuận thương mại có thể đạt trên 30%",Positive
1998,"Qua đó, KIS khuyến nghị mua MBB với giá mục tiêu 29,150 đồng/cp",Positive
1999,Sở Giao dịch Chứng khoán TP.HCM quyết định về việc đưa cổ phiếu của Công ty Cổ phần Xây dựng Hạ tầng CII (mã CK: CEE) ra khỏi diện cảnh báo kể từ ngày 07/09/2020 như sau:,Negative
2000,"Báo cáo tài chính hợp nhất Quý 2 năm 2013 đã cho thấy Nam Vang (NVC) có kết quả kinh doanh khá thảm hại. Lỗ sau thuế hơn 31 tỷ đồng quý 2 và gần 43
tỷ đồng 6 tháng đã khiến vốn chủ sở hữu của công ty âm gần 24 tỷ đồng.Vậy là, sau 2 năm liên tiếp lỗ ròng, NVC vẫn chưa khắc phục được việc làm ăn thua lỗ trong 6 tháng đầu năm 2013. Tuy nhiên, với tình hình kinh doanh thua lỗ hiện tại, cục nợ lớn mà công ty đang gánh cũng là mối lo của các ngân hàng.Cục nợ trăm tỷBáo cáo của Nam Vang quý 2/2013 cho thấy, với việc lỗ lũy kế gần 197 tỷ đồng công ty đã bị âm vốn chủ sở hữu gần 24 tỷ đồng. Điều này có nghĩa là toàn bộ tài sản hiện có của NVC không đủ chi trả cho những khoản vay hoặc nợ phí.Cả 4 khoản vay đầu tiên trong bảng liệt kê đều thuộc những hợp đồng tín dụng ký hồi tháng 6 và tháng 11 năm 2011. Thời hạn vay và lãi suất vay được xác định tại từng lần giải ngân cụ thể nhưng không quá 12 tháng. Tài sản cầm cố là quyền sử dụng đất, nhà xưởng, văn phòng...Riêng khoản vay với PVFC là khoản lớn nhất, gần 270 tỷ đồng. Khoản vay này theo phụ lục Hợp đồng hạn mức tín dụng ngày 25/6/2012, thời gian gia hạn là 12 tháng, lãi suất cho vay là lãi suất từng thời điểm nhận nợ, hạn mức vay là 295,33 tỷ đồng. Tài sản đảm bảo là sắt thép các loại có giá trị, chất lượng và mới 100% tại Kho Chi nhánh Hải Phòng và Trung tâm kinh doanh thép Nam Hải (Tỷ lệ cho vay/TSĐB là 70%); Nhà xưởng, máy móc thiết bị tại Kho Chi nhánh Hải Phòng và trung tâm thép Nam Hải (Tỷ lệ cho vay/TSĐB là 60%); Giá trị thương mại lô đất tại Chi nhánh Hải Phòng và Trung tâm kinh doanh thép Nam Hải (Tỷ lệ cho vay/TSĐB là 70%); Cổ phiếu quỹ và cổ phiếu phổ thông mã NVC của Công ty cổ phần Nam Vang và của Bên thứ 3 (Tỷ lệ cho vay/TSĐB theo quy định của PVFC.Số dư nợ vay ngắn hạn cuối quý 2 đạt 412 tỷ đồng, giảm không đáng kể so với đầu năm và đáng chú ý là ghi chú các khoản vay cho thấy đều từ 2011 hoặc giữa 2012. Thuyết minh BCTC của NVC có đoạn ghi rõ: Công ty cho rằng mức 
độ tập trung rủi ro đối với việc trả nợ là thấp. Công ty có khả năng 
thanh toán các khoản nợ đến hạn từ dòng tiền từ hoạt động kinh doanh và 
tiền thu từ các tài sản tài chính đáo hạn nhưng sức khỏe tài chính của công ty nhìn từ các con số đưa ra cho thấy khả năng trả nợ (ngắn hạn) khá chênh vênh.     Vay và nợ ngắn hạn    Số cuối kỳ     Số đầu kỳ      Vay ngắn hạn            412,292,100,131             427,407,167,160      -   NH Nông nghiệp PTNT CN Hà Thành (1)         38,226,000,000          38,226,000,000      -   NH NN & PTNT Tây Hà Nội (2)         49,600,000,000          49,600,000,000      -   NH ĐT & PT Hà Thành (3)         47,996,791,544          47,996,791,544      -   NH TMCP Kỹ Thương VN - Techcombank (4)           7,443,162,716            8,491,376,316      -   Công ty tài chính cổ phần Dầu khí Việt Nam (5)       269,026,145,871        283,092,999,300      Cộng        412,292,100,131        427,407,167,160    Ai buồn với Nam Vang?Thị giá cổ phiếu NVC hiện chỉ ở mức dưới 1.000 đồng. Từ năm 2008 đến nay, Nam Vang không có đồng cổ tức nào cho cổ đông. Hay nói cách khác, cổ đông ôm cổ phiếu nhìn thị giá rơi hàng ngày và với việc thua lỗ triền miên đến thì câu chuyện cổ tức lại càng trở nên hão huyền.Báo cáo lưu chuyển tiền tệ cho thấy, dòng tiền thu từ hoạt động bán hàng và cung cấp dịch vụ 6 tháng đầu
năm đạt hơn 192 tỷ đồng và dòng tiền chi 170 tỷ đồng. Cộng với các khoản thu,
chi khác, dòng tiền ròng từ hoạt động kinh doanh 6 tháng cũng chỉ hơn 43 tỷ đồng.
Chi trả gốc vay gần 41 tỷ đồng khiến dòng tiền từ hoạt động tài chính 6 tháng
âm gần 40 tỷ đồng. Câu hỏi đặt ra là: nếu tình trạng dòng tiền hoạt động kinh doanh vẫn ở mức thấp như vậy thì bao lâu công ty mới trả hết hơn 400 tỷ đồng dư nợ ngân hàng? Nguyễn Thanh",Negative
2001,"Trước khả năng bị hủy niêm yết bắt buộc, nhiều doanh nghiệp đã vội vàng họp và xin ý kiến cổ đông cho phép hủy niêm yết tự nguyện. Cũng là hủy niêm yết, tuy nhiên, câu chuyện tâm lý nhà đầu tư đối với việc doanh nghiệp bị hủy niêm yết và tự nguyện hủy niêm yết hoàn toàn trái ngược. Cổ đông cũng sẽ dễ xoay sở hơn với việc xử lý khoản đầu tư của mình. Công ty cổ phần Vận tải biển và Bất động sản Việt Hải (VSP) vừa công bố Nghị quyết HĐQT phê duyệt việc trình đại hội đồng cổ đông năm 2012 cho phép Công ty hủy niêm yết tự nguyện tại sàn chứng khoán Hà Nội (HNX) và chuyển sang giao dịch tại sàn UP-COM. Việc hủy niêm yết của VSP là điều có thể đoán trước bởi với việc lỗ thêm 535,28 tỷ đồng năm 2011, doanh nghiệp này đã thuộc diện hủy niêm yết bắt buộc do lỗ 3 năm liên tiếp theo quy chế niêm yết hiện hành nếu báo cáo kiểm toán không có thay đổi quá lớn. Có lẽ, nhờ sự chủ động từ phía doanh nghiệp, dù án hủy niêm yết gần như chắc chắn (chỉ chờ báo cáo kiểm toán), hiện tượng bán tống, bán tháo cổ phiếu VSP không xảy ra. Ngược lại, có thời điểm cuối tháng 3, cổ phiếu này cũng đã có sóng tăng hơn 25%.  Biến động giá cổ phiếu VSP 6 tháng qua Trước VSP, nhận thấy khả năng thoát lỗ năm 2011 là thấp cộng với việc vốn chủ sở hữu đã bị âm đến mức khó thoát khỏi án hủy niêm yết của HoSE, TRI đã vội vàng chốt danh sách cổ đông xin hủy niêm yết từ hồi tháng 10/2011. Nhờ hoàn tất thủ tục với cổ đông từ trong năm 2011, cổ đông của TRI đã chuẩn bị tâm lý khá vững khi doanh nghiệp này công bố kết quả kinh doanh quý IV và năm 2011. Phương án bảo vệ cổ đông bằng cách cho Thành viên HĐQT chào mua công khai cổ phiếu TRI đã được doanh nghiệp này đưa ra. Cũng giống như VSP, dù án hủy niêm yết đã rõ từ lâu nhưng cổ phiếu này cũng đã tạo được ít nhất 2 con sóng khá lớn hồi cuối tháng 2 và cuối tháng 3.  Biến động giá cổ phiếu TRI 6 tháng qua    Hải An",Negative
2002,"Thị trường thuận lợi, hàng loạt doanh nghiệp đẩy mạnh việc chào bán cổ phiếu tăng vốn điều lệ",Positive
2003,SeABank chào sàn HoSE với giá 16.800 đồng/cp: Đắt hay rẻ?,Neutral
2004,"Tài chính không đủ cho tham vọng lớn, Hùng Vương (HVG) quyết định thoái hơn 50 vốn khỏi TĂCN Việt Thắng",Negative
2005,"Kết quả kinh doanh mới nhất sau 6 tháng đầu năm 2013 của cả hai đơn vị vừa hợp nhất thành ngân hàng Đại chúng (PvcomBank) chưa được công bố, dù ngày 8/9 sắp tới, ngân hàng này sẽ tiến hành đại hội cổ đông. Tuy nhiên, đối chiếu kết quả kinh doanh năm 2012 của cả PVFC và WesternBank, dễ dàng nhận thấy có nhiều điểm chung giữa 2 đơn vị này. Một trong những điểm chung đầu tiên là lợi nhuận của cả hai đơn vị này trong năm 2012 đều sụt giảm. Lợi nhuận sau thuế của WesternBank hơn 36,5 tỷ đồng, giảm mạnh so với con số hơn 120,7 tỷ đồng cùng kỳ 2011. Còn tại PVFC, lợi nhuận cũng sụt giảm hơn 5 lần, từ trên 347,5 tỷ đồng xuống còn hơn 61,3 tỷ đồng. Lãi cơ bản trên cổ phiếu - chỉ số để đo lường tình hình tài chính doanh nghiệp của cả 2 đơn vị này trong năm 2012 cũng tụt giảm so với các năm trước. Tại WesternBank, một cổ phiếu nhận lãi 122 đồng, giảm so với mức 424 đồng của năm 2011. Còn ở PVFC, chỉ số này là 76 đồng, giảm so với mức 787 đồng năm 2011. Đặc biệt, nợ xấu của WesternBank và cả PVFC trong năm 2012 đều tăng mạnh. Ở WesternBank, nợ nhóm 5 - có khả năng mất vốn - tăng từ hơn 33,2 tỷ đồng cuối năm 2011 lên hơn 231 tỷ vào cuối năm 2012, trong khi nợ nghi ngờ cũng tăng thêm gần 3 lần, từ hơn 41,5 tỷ lên hơn 113 tỷ. Tuy nhiên, có sự chênh lệch rất lớn trong thu nhập bình quân của cán bộ, nhân viên hai đơn vị nói trên. Trước khi tiến hành hợp nhất với WesternBank, PVFC có 1.249 nhân viên. Thu nhập bình quân của nhân sự tại công ty tài chính này năm 2012 là hơn 20,9 triệu đồng. Trong khi đó, với 886 cán bộ nhân viên tính đến hết năm 2012, mức thu nhập bình quân của nhân sự là cán bộ nhân viên ngân hàng Phương Tây là hơn 10,7 triệu đồng/người, dù tăng so với cùng kỳ 2011, nhưng vẫn có khoảng cách xa so với PVFC. Còn tại PVFC, tính đến cuối năm 2012, khi đơn vị này đã quyết định hợp nhất với WesternBank, nợ có khả năng mất vốn tăng từ hơn 616 tỷ lên hơn 1.003 tỷ, nợ nghi ngờ từ hơn 171 tỷ lên gần 400 tỷ đồng. Các khoản nợ khác có nguy cơ tại PVFC cũng tăng đáng kể sau 1 năm. Theo số tương đối, tỷ lệ nợ xấu trên tổng dư nợ tín dụng tại PVFC, tính dựa vào báo cáo tài chính là 4,92%, còn ở WesternBank là gần 7%, tăng xấp xỉ 500% so với năm 2011. Một chuyên gia trong lĩnh vực mua bán, sáp nhập (M&A) tài chính ngân hàng cho rằng, với tình hình tài chính như trên của tiền thân 2 đơn vị sẽ sáp nhập thành Pvcombank, việc nhập hai thành một chưa chắc đã đem lại hiệu quả. Vị này cho rằng, ngay cả khi PVFC sáp nhập với một đơn vị lớn hơn, tài chính mạnh thực sự, cũng chưa chắc đã đem lại hiệu quả, chưa nói đến việc “kết duyên” với một ngân hàng có nhiều vấn đề bất ổn xung quanh tình hình tài chính, khả năng quản trị, bị liệt vào danh sách cần tái cơ cấu. Dẫn ví dụ 2 cuộc “hôn nhân” trước đó giữa SHB và Habubank, hay thương vụ hợp nhất giữa 3 nhà băng Đệ Nhất, Tín Nghĩa, Sài Gòn, vị chuyên gia này cho rằng, những định chế mới khi tái cấu trúc đều “dặt dẹo”, thậm chí còn hơn so với trước. Chẳng hạn, ở trường hợp SHB-HBB, cuộc “hôn nhân” bước đầu đem lại kết quả là HBB được cứu, nhưng sau đó, SHB - từ một ngân hàng được đánh giá cao về quy mô, nguồn vốn cũng như khả năng quản trị, bỗng dưng tụt hạng, chịu nhiều điều tiếng liên quan đến nợ xấu, các vấn đề khác như như nhân sự, thu nhập… Do đó, theo đánh giá của chuyên gia này, tỷ lệ thành công khi cho các tổ chức không khỏe tái cấu trúc với nhau chỉ có thể dao động khoảng 30-70%. Không bình luận nhiều về cuộc “hôn nhân” diễn ra giữa PVFC và WesternBank, Luật sư Trương Thanh Đức - Chủ tịch Hội đồng thành viên công ty luật BASICO - hãng luật chuyên về tài chính ngân hàng - đưa ra góc nhìn về những điểm giống và khác trong 3 cuộc tái cơ cấu công khai trong lĩnh vực tài chính tính đến hiện tại. Theo ông Đức, khác biệt lớn nhất của thương vụ sáp nhập PVCF-WesternBank bên cạnh hình thức pháp lý còn là nội dung. Ở trường hợp này, không phải là ngân hàng tái cấu trúc với ngân hàng, mà là ngân hàng và tổ chức tài chính, nên sẽ có một số yếu tố từ chuẩn của mô hình công ty tài chính chuyển sang ngân hàng. Đơn vị “cầm trịch” ở thương vụ này lại là PVFC, nên các đòi hỏi sẽ có thể nhiều và khắt khe hơn, ông Trương Thanh Đức nêu quan điểm. Theo 
Lan Anh",Negative
2006,"Tribeco Bình Dương đã trở thành công ty TNHH một thành viên gần một tháng nay với chủ sở hữu là Uni-President đến từ Đài Loan. Khi công ty này đổi chủ, thì công ty cổ phần nước giải khát Sài Gòn (Tribeco) – công ty mẹ trước đây của Tribeco Bình Dương – toan tính chuyện giải thể.",Negative
2007,"Hệ quả gì?
Áp lực tiền đồng tăng giá sẽ có những ảnh hưởng tiêu cực đầu tiên lên hoạt động xuất khẩu, vốn đang gặp khá nhiều thách thức để duy trì đà tăng trưởng. Dù chịu nhiều tác động bất lợi từ dịch bệnh, kim ngạch xuất khẩu của Việt Nam 8 tháng đầu năm nay tăng trưởng 1.6%, là một trong số ít quốc gia vẫn duy trì tốc độ tăng trưởng dương, góp công lớn vào thành tích xuất siêu kỷ lục",Negative
2008,"Công ty Cổ phần Thaiholdings (mã THD, sàn HNX) được thành lập từ năm 2011 với tên gọi ban đầu là Công ty cổ phần Đầu tư phát triển Kinh Thành với ngành nghề kinh doanh chủ yếu là bất động sản và dịch vụ lưu trú ngắn ngày (khách sạn). Sau khi chính thức niêm yết trên sàn HNX tháng 6/2020, Thaiholdings hiện là cái tên gây được nhiều sự chú ý trên sàn chứng khoán khi mới chỉ mới niêm yết vào tháng 6/2020, nhưng THD đã trở thành mã cổ phiếu tăng giá mạnh bậc nhất trên sàn chứng khoán trong năm vừa qua. Tính theo giá đóng phiên cuối năm 2020 (31/12/2020) là 115.000 đồng/cổ phiếu, giá THD đã tăng hơn 6 lần. Hiện Thaiholdings đang triển khai việc tăng vốn để mua chi phối của 81,6% cổ phần của Thaigroup – Tập đoàn đang sở hữu nhiều tài sản có giá trị như: 52,43% cổ phần CTCP Du lịch Kim Liên - đơn vị sở hữu mảnh đất đắc địa có quy mô 3,5 ha tại số 5-7 Đào Duy Anh, Đống Đa, Hà Nội; 98% cổ phần CTCP Enclave Phú Quốc - đơn vị triển khai dự án khu phức hợp quy mô 350ha tại Bãi Thơm, Phú Quốc; 80,45% cổ phần tại CTCP Tôn Đản Hà Nội - sở hữu tòa nhà Thaiholdings Tower tại quận Hoàn Kiếm Hà Nội…",Positive
2009,"Chỉ còn 3 tuần nữa là đến Tết nguyên đán Quý Tị, tuy nhiên
thị trường chứng khoán Việt Nam lại đón nhận một tin không vui: thêm một tổng
giám đốc CTCK Tràng An ông Lê Hồ Khôi bị bắt do các sai phạm liên quan đến việc
xác nhận khống mã cổ phiếu, hợp thức hóa hợp đồng ủy thác đầu tư của khách hàng
để vay rồi chiếm đoạt tiền của ngân hàng TMCP Sài Gòn Hà Nội.   TAS: Sai phạm kéo dài  Sự việc của ông Hồ Khôi không gây bất ngờ với thị trường bởi
trước đó UBCK đã kiếm tra tại TAS và phát hiện hàng loạt sai phạm tại công ty
này liên quan đến hoạt động môi giới và cung cấp dịch vụ cho khách hàng.   TAS cho nhà đầu tư mua chứng khoán khi không đủ tiền và đã
bị Trung tâm lưu ký ngưng cung cấp các dịch vụ liên quan đến hoạt động lưu ký,
toán bù trừ từ ngày 13/10/2012, Sở GDCK TP.HCM cũng ngừng giao dịch với TAS và
ngừng cung cấp thông tin dữ liệu với công ty kể từ ngày 15/10/2012 và đưa TAS
vào diện chấm dứt tư cách thành viên bắt buộc.  Báo cáo bán niên năm 2012 của TAS cũng có lưu ý của kiểm
toán về khả năng hoạt động liên tục của công ty do khoản phải thu khách hàng
của TAS tại thời điểm 30/6/2012 lên tới 236 tỷ đồng, chiếm 92% tổng tài sản,
trong đó khoản quá hạn là 73,6 tỷ đồng; khoản nhận nợ lại các khoản vay của NĐT
đều quá hạn thanh toán, lỗ lũy kế gần 70 tỷ đồng, chiếm hơn 50% vốn điều lệ.  Khi ông Khôi bị bắt, TAS vẫn đang trong thời gian bị kiểm
soát đặc biệt, thời gian kiểm soát đặc biệt từ ngày 6/9/2012 đến ngày 6/3/2013.  TAS cũng thừa nhận việc công ty nhận nợ lại tiền vay của các
nhà đầu tư tổ chức để “hỗ trợ nguồn tiền cho nhà đầu tư giao dịch chứng khoán”
và “TAS đóng vai trò bên thứ ba” nhưng “do quá trình quản lý không tốt nên công
ty không giải chấp danh mục của khách hàng khi thị trường giảm do vậy NĐT đã
không trả được khoản vay theo đúng tiến độ hợp đồng”.  4 Tổng giám đốc bị
bắt: 2 tiến sĩ 1 thạc sĩ bằng nước ngoài  Trong 4 Tổng giám đốc CTCK bị bắt trong năm Rồng, ngoài ông
Khôi còn có ông Hoàng Xuân Quyến (CEO Chứng khoán Liên Việt), ông Phan Huy Chí (CEO kiêm Chủ tịch chứng khoán SME) và ông Phan Minh Anh Ngọc – cựu Chủ tịch
HĐQT CTCP Chứng khoán Cao Su.  Ông Lê Hồ Khôi bị
bắt do có hành vi: Chỉ đạo nhân viên dưới quyền xác nhận khống các mã chứng
khoán, hợp thức hồ sơ nhận uỷ thác đầu tư của khách hàng để vay rồi chiếm đoạt
tiền của Ngân hàng TMCP Sài Gòn - Hà Nội (SHB). Ông Khôi trước đó đã có 7 năm làm việc tại Ủy ban chứng
khoán Nhà nước (từ năm 1997 đến năm 2004), sau đó ông công tác tại Ngân hàng
phát triển Việt Nam (VDB) từ năm 2004 đến năm 2006, ông bắt đầu giữ chức Chủ
tịch HĐQT và Tổng giám đốc TAS từ năm 2007 đến nay.  Ông Hoàng Xuân Quyến
– cựu Tổng giám đốc CTCK Liên Việt (bị miễn nhiệm từ tháng 5/2011) bị bắt
vào cuối tháng 5/2012 theo đơn tố cáo của Hội đồng Quản trị LVS do ông Quyến đã
thực hiện nghiệp vụ mà Hội đồng Quản trị chưa bao giờ cho phép làm khi đồng ý
cho thế chấp cổ phiếu OTC vào Công ty làm LVS thiệt hại tài chính.Ông Quyến có thời kỳ làm Giám đốc Tài chính của Tập đoàn
Motorola tại Chicago, Mỹ; Kết toán trưởng của Comvik, Kinnewik Telecom Group,
Thụy Điển; Giám đốc Thương mại của Tập đoàn truyền thông - Ringer Media, Thụy
Điển. Ông Quyến còn có bằng tiến sĩ quản trị kinh doanh (California, Mỹ) và
thạc sĩ Tài chính (London, Anh).  Ông Phan Huy Chí – cựu
Chủ tịch HĐQT kiêm Tổng giám đốc CTCK SME bị khởi tố và bắt giam ngày
2/8/2012 về tội “lừa đảo chiếm đoạt tài sản”. Ngoài ông Chí, ông Phạm Minh
Tuấn, Phó chủ tịch Hội đồng Quản trị SME cũng bị bắt. Ông Phạm Minh Tuấn trước
đó có thời gian làm việc tại UBCK Nhà nước.Ông Phan Huy Chí là có 2 bằng cử nhân tại Đại học Ngoại ngữ
và Đại học Tài chính kế toán, ông cũng có bằng Thạc sỹ Luật kinh tế - Đại học
Libre de Bruxelles - Bỉ.  Ông Phan Minh Anh
Ngọc – cựu Chủ tịch HĐQT CTCP Chứng khoán Cao Su, nguyên Tổng Giám đốc Công
ty Tài chính TNHH Một thành viên Cao Su Việt Nam đã bị bắt tạm giam vì hành vi
“cố ý làm trái quy định của nhà nước về quản lý kinh tế gây hậu quả nghiêm
trọng” khi còn là Tổng giám đốc Công ty tài chính trách nhiệm hữu hạn một thành
viên cao su Việt Nam (RFC). Cùng với ông Ngọc, các ông Vương Đáng, trưởng phòng
tín dụng và ông Trần Quốc Hoàng, nhân viên tín dụng của công ty tài chính TNHH
MTV Cao su Việt Nam đã bị bắt do những sai phạm trong cho vay tín dụng ở công
ty này.  Hoàng Ly",Negative
2010,"Lê Thanh Thảo - Ủy viên HĐQT, Phó Tổng Giám đốc - đăng ký mua 100.000 CP - Tên cá nhân thực hiện giao dịch: Lê Thanh Thảo 
- Chức vụ hiện nay tại TCNY: Ủy viên HĐQT, Phó Tổng Giám đốc
- Mã chứng khoán: THP
- Số lượng cổ phiếu nắm giữ trước khi thực hiện giao dịch: 1.065.520 CP (tỷ lệ 4,93%) 
- Số lượng cổ phiếu đăng ký mua: 100.000 CP 
- Mục đích thực hiện giao dịch: Mua cổ phiếu 
- Phương thức giao dịch: Khớp lệnh
- Ngày dự kiến bắt đầu giao dịch: 04/12/2020
- Ngày dự kiến kết thúc giao dịch: 31/12/2020.",Positive
2011,"Theo CLH, năm 2020, Công ty đã thực hiện 3 hạng mục sửa chữa tài sản cố định cấp trung đại tu gồm lọc bụi tĩnh điện (Q139), lọc bụi tĩnh điện (LE04), tháp trao đổi nhiệt 5 cấp kèm lò (LF12). Tổng giá trị là 7.7 tỷ đồng. Trước kiểm toán, Công ty hạch toán hết vào chi phí sản xuất kinh doanh, nhưng trong BCTC sau kiểm toán chuyển sang phân bổ theo kế hoạch và thời gian dự kiến sử dụng của tài sản nên đã giảm chi phí và tăng lợi nhuận trong năm",Positive
2012,"Trong số này có 5 bị can là lãnh đạo, cán bộ Công ty Cổ phần chứng khoán SME, gồm: Phan Huy Chí (Chủ tịch kiêm Tổng giám đốc); Phạm Minh Tuấn (Phó chủ tịch HĐQT); Nguyễn Thành Nam (nguyên giám đốc chi nhánh TP HCM) và hai cán bộ Nguyễn Huy Sơn, Nguyễn Phương Lan. Bị can còn lại là Cao Tuấn Nghĩa (Giám đốc Cty cổ phần tư vấn Anh).  Trước thời điểm bị phát giác hành vi lừa đảo, Phan Huy Chí đã bị Công an Hà Nội khởi tố điều tra về hành vi giả mạo con dấu, chữ ký.  Theo cơ quan điều tra, năm 2011, bằng thủ đoạn gian dối, tạo dựng bên B, đưa các mã chứng khoán khống vào hợp đồng hợp tác đầu tư chứng khoán niêm yết, hợp đồng ủy thác, cầm cố với Tổng Công ty cổ phần bảo hiểm dầu khí Việt Nam (PVI), Công ty cổ phần đầu tư tài chính Công đoàn dầu khí Việt Nam (PVFI) và ngân hàng Habubank, các bị can đã lừa đảo hơn 380 tỷ đồng.  Cụ thể, ngày 21/4/2010, PVI ký 2 hợp đồng hợp tác đầu tư chứng khoán niêm yết với các khách hàng là Hoàng Ngọc Anh (Công ty cổ phần tư vấn Anh) và Công ty SME do Phạm Minh Tuấn làm đại diện.  Theo nội dung hợp đồng, đến ngày 17/4/2011, các khách hàng có nghĩa vụ thanh toán tiền gốc và lợi nhuận cho PVI với tổng số tiền là 121,8 tỷ đồng (trong đó vốn góp của PVI là 107,8 tỷ đồng).  Tuy nhiên, quá hạn SME mới chỉ thanh toán được hơn 65,6 tỷ đồng. Nhận thấy dấu hiệu bất thường của SME, PVI đã đề nghị Cục Cảnh sát kinh tế (Bộ Công an) vào cuộc điều tra nghi vấn giám đốc Tuấn đã chỉ đạo hai nhân viên Sơn và Lan tạo dựng, sử dụng tài khoản mang tên Hoàng Ngọc Anh và Công ty cổ phần tư vấn Anh, rồi nhập khống số dư các mã chứng khoán vào hai tài khoản trên với mục đích chiếm đoạt tiền góp vốn của PVI.  Cơ quan điều tra xác định bị can Tuấn với vai trò chủ mưu, đã sử dụng nghiệp vụ về chứng khoán để lừa đảo chiếm đoạt của PVI, Habubank, PVFI với tổng số tiền hơn 190 tỷ đồng. Chí bị cáo buộc chiếm đoạt hơn 99 tỷ đồng… Ngoài ra, cơ quan điều tra cũng phát hiện các bị can trên đã làm giả hồ sơ khách hàng vay ứng trước tiền bán chứng khoán để lừa BaoVietbank HCM giải ngân 89,7 tỷ đồng. Cơ quan điều tra cũng đã phát hiện dấu hiệu vi phạm pháp luật của một số cá nhân tại PVFI, BaoVietbank tuy nhiên do thời hạn điều tra đã hết, nên tách thành vụ án riêng để tiếp tục điều tra.  Theo Lê Dương",Negative
2013,"Ngày đăng ký cuối cùng Đại hội đồng cổ đông thường niên năm 2021 Thông báo ngày đăng ký cuối cùng lập danh sách cổ đông đối với cổ phiếu ISH của CTCP Thủy điện Srok Phu Miêng IDICO như sau:
1. Ngày đăng ký cuối cùng: 22/03/2021
2. Ngày giao dịch không hưởng quyền: 19/03/2021
3. Lý do và mục đích: 
     * Đại hội đồng cổ đông thường niên năm 2021
          - Tỷ lệ phân bổ quyền: 1:1 (1 cổ phiếu – 1 quyền biểu quyết)
          - Thời gian họp: dự kiến 9h00 ngày 16/04/2021
          - Địa điểm tổ chức họp: hội trường CTCP Thủy điện Srok Phu Miêng IDICO, thôn 7, xã Long Bình, huyện Phú Riềng, tỉnh Bình Phước.
          - Nội dung họp: nội dung và tài liệu Đại hội sẽ được đăng tải trên Website của công ty (WWW.idico-shp.com.vn) trước ngày 06/04/2021.",Neutral
