review,category,score,vui chơi,lưu trú,nhà hàng,ăn uống,vận chuyển,mua sắm
"Ilahui là chuổi của hàng tiện lợi, phụ kiện thời trang mang phong cách Hàn Quốc có cơ sở ở nhiều tp. Đà Nẵng mình thì nằm trên đường Lý Thái Tổ. Nhân viên ở đây rất nhiệt tình nhé. Vô là ta nói chẳng muốn rời chân cái gì cũng thích cái gì cũng muốn ôm về hết. Mình thích nhất gấu bông và mấy chiếc gối nhỏ xinh bên này. Mềm mại hết biết luôn. Cửa hàng bày trí rất khoa học nên rất dễ cho việc lựa chọn và mua sắm nhé. Giá cả cũng rất phải chăng, được niêm yết hết nên không sợ chặt chém hen.",beauty,8.0,0,0,0,0,0,5
"Thử làm mẹt lợn quán này, không phải đặc sắc nhưng phải nói là ổn. Mẹt 4 đầy đặn, 4 thanh niên chén đủ no. Cộng thêm 2 chai rượu ngô nữa, tính ra gần 200k 1 người. No say. Vị trí và không gian quán đều ổn. Thích sân vườn có sân vườn, thích view hồ có view hồ, thích riêng tư có phòng riêng. Bài trí tuy chưa được Mường khương lắm nhưng nói chung vẫn mang lại cảm giác thân thiện kiểu dân tộc. Sinh hoạt gia đình cũng ổn, tiếp khách cũng tốt, mà tổ chức liên hoan cũng được. Năm nay chắc làm tất niên ở đây quá",foods,8.2,0,0,0,5,0,0
"Rạp chiếu film ở đây rất là tuyệt mình rất thích, không gian ấm cúng và nhân viên thì vô cùng tuyệt vời nữa, nhiệt tình",entertain,10.0,5,0,0,0,0,0
"Resort sang chảnh đầu tiên ở Thạch Hải giá cả phòng biệt thự hướng ra biển 800k 1 đêm chất lượng khu resort hiện vẫn đang trong quá trình hoàn thiện nên còn ngổn ngang. Đường đi chưa được tạo dựng nên vẫn là bãi cỏ hoang sơ. Phòng thì hơi chán, phòng tắm lộ thiên 100 nghĩa là không có cái gì để che cả ấy có phòng thì cửa kính được gắn kính mờ nên ok, điều hoà hư, đèn hư, vật dụng trong phòng đặc biệt là phòng tắm có dấu hiệu xuống cấp. Bãi biển khá đẹp, đợi 1 thời gian hoàn thiện nữa có lẽ sẽ khá hơn. phục vụ có lẽ đào tạo chưa được bài bản lắm, nội quy còn chưa nắm vững và bị mâu thuẫn giữa phục vụ các khu vực với nhau. BuFet sáng thì frE nhưng chỉ được 1 suất thôi ạ gọi thêm thì bị tính tiền, vãi cả buFet chăn màn, gối xin thêm cho người ở thêm thì phải đặt cọc, rất vô lý, vì bọn mình đã trả tiền phụ thu rồi.",travel,7.6,0,2,0,0,0,0
"Quán nằm ở ngõ láng hạ, nằm trong ngõ thôi nhưng dễ nhìn dễ tìm lắm. QUán như kiểu hàng cóc, không gian đúng theo kiểu quán cóc luôn nhưng sạch sẽ mà gọn gàng lắm. Đến giờ trưa thì rất đông nhất là dân anh chị công sở ở xung quanh đó chui vô đây ăn rất nhiều luôn. Một bát đầy đủ giá cả dao động tầm 35k 40k một bát. Một bát rất to và đầy đặn, ăn xong bứ người luôn, có cả miến nước nhưng mình thích ăn miến trộn hơn, miến trộn có kèm nước soup nha ăn kèm nha. Nhân vien nhanh nhẹn mà chủ quán cũng nhanh nhẹn luôn, lên đồ nhanh",foods,8.2,0,0,0,5,0,0
"Bánh rất ngon , giá cũng thấp hơn các chỗ khác lần sau mình sẽ ủng hộ tiếp cám ơn",shop,7.6,0,0,0,5,0,0
"Quán chè lâu đời , thơm, ngọt thanh, chủ quán là ông cụ nhiệt tình, chu đáo, nghe dân địa phương nói quán này ngon hơn chè ba miền, mở mấy chục năm. Ngoài chè, mình còn ấn tượng kem chuối, thơm, béo, phải nói là cực kỳ đặc biệt.",foods,10.0,0,0,0,5,0,0
"Quán này bán hàng vỉa hè, đoạn trường THCS Nam Hà nè. Đi ăn ở đây mà lo mỗi ăn thôi, không có chụp ảnh lại. Ở đây có bánh c trả lời e thịt, dò, trứng,... Loại nào cũng ngon hết á. Mà kiểu như chỉ có ở đây là bán bánh này thôi. Có cả mì ý nè, có 15k suất thôi.Mà 1 hộp bự luôn á. Nước sốt của mì ngon. Ngoài ra có bán khoai lang lắc, ăn đúng nghiện luôn, bùi bùi thơm thơm. Mà không hiểu răng bữa tết mình đến ăn mà cô chú không có bán khoai nữa . Cô chú bán hàng cũng dễ thương nữa",foods,8.4,0,0,0,5,0,0
Về không gian quán khá rông và thoáng. Đồ ăn rất ngon và phục vụ cũng dễ thương. Ai là tín đồ gà rán thì không thể bỏ qua địa điểm này.,foods,8.2,0,0,0,5,0,0
Tâm nguyên phát được thành lập vào năm 2011 trải qua 10 năm hình thành và phát triển với mong muốn đem nhứng sản phẩm chất lượng quốc tế về thị trường buôn ma thuột mà khách hàng họ có thể được trải nghiệm dịch nước ngoài mà giá thành lại phải chăng phù hợp với địa hình giao thông buôn ma thuột và ngoại tỉnh,shop,9.2,0,0,0,0,0,5
"Quán nằm trong khu viLa nên hơi khó tìm xíu. Quán khá nhỏ, có một toa tàu nhỏ đặt trên cao nên nhìn ra là thấy thành phố xa xa cây cối mát mẻ, trang trí cổ kính phù hợp cho các bạn sống ảo nha a . Nước uống ngon nhưng giá khá chát. View đẹp và mát kinh khủng luôn, có mấy góc tường cổ cổ chụp bao đẹp luôn star",travel,8.6,0,0,0,4,0,0
món ăn rất ngon và đa dạng. bản thân mình đặc biệt thích ăn vịt quay bắc kinh ở đây. lớp da giòn được cuốn rất chuyên nghiệp. nước sốt chấm ăn rất vừa miệng và ngon. thịt vịt xào với mì rất mềm và thơm không hề bị dai. một đĩa cực kì nhiều luôn ăn 2 3 người mới hết được. sườn ở đây tẩm ướp gia vị rất ngon và đậm đà. đậu hũ xào với rau tưởng bình thường thôi mà ăn cũng ngon không tưởng. ăn kèm với các món khác sẽ không bị ngán chút nào nha. còn phần rau xào trứng bắc thảo cũng rất tuyệt vời nữa. mình rất thích ăn trứng bắc thảo nên độ ngon của món này là khỏi phải chê rồi. món tráng miệng mình dùng chè mè đen. chè mè đen ở đây làm rất ngon và thơm mà không bị ngọt quá. cả gia đình mình đều thích ăn ở đây nên chắc chắn sẽ quay lại,wedding,8.2,0,0,0,5,0,0
"Một khu vui chơi cho trẻ nhỏ. Cuối tuần thì thật đông ba mẹ các bé dắt lại đây cho chơi các trò chơi ngụa đu quay nè, vong xe quay quay nè, rồi nhiều nhiều thứ bắt mắt lắm luôn. Rồi ở đây có tổ chưc học võ, day võ, rồi các buổi dạy kĩ năng sống cho cha mẹ các bé về việc chăm sóc con cái nữa. Một nơi thực sự để tụi nhỏ vui chơi. Ở trong cũng có nhiều hàng quán bán dồ ăn vặt khá phong phú, có chỗ gui xe bên trong nhé. Ngay vị trí trung tâm luôn nên dễ thấy,",travel,8.8,5,0,0,0,0,0
"Món ăn rẻ , ngon . Nhưng nước ngọt quá . Gọi 1 ly ca cao , 2 ly trà sữa đặc biệt với 1 sữa chua việt quốc mà ly nào ly nào cũq ngọt như nước đường . Đồ ăn thì khá ngon , giao tới nhà rồi mà vẫn còn nóng . Mà trân châu trong trà sữa thì cứng quá . Mong cửa hàng rút kinh nghiệm và lần sau cho ít đường lại",foods,8.0,0,0,0,5,0,0
"Giặt đồ ở đây cô chủ dễ chịu và giá rẻ, mình nhờ giặt bằng tay mấy cái áo trắng riêng đều được xử lý gọn gàng, có vụ SHIP đồ miễn phí luôn",service,10.0,0,0,0,0,0,0
"UI cảm giác như kiểu 10000 độ ngoài trời mà được cứu sống vậy. Quán trang trí kiểu cây cối bắt mắt, có phòng máy lạnh riêng ở lầu trên Nhân viên thân thiện, cứ cách 15p lại châm trà thêm cho tụi mình Không gian yên tĩnh Có lẽ do trong hẻm nên thấy cũng không đông lắm, hầu hết toàn là người cần không gian để làm việc và học tập Nhiều góc sống ảo xinh lung linh RecoMent cho bạn nào tìm quán đẹp ở NT nhé",foods,9.6,0,0,0,5,0,0
"Quán nay mở rộng nhìn thoáng,nhưng vẫn fuL bàn nhé chắc vậy mà bạn thu ngân nhăn nhó với khách lúc order,mong tình trạng này sẽ không tiếp diễn.",shop,4.8,0,0,0,0,0,0
"Cuối tuần rồi mình vừa tạt qua đây uống thử 1 ly cocktail đặc trưng của quán được anh bartender giới thiệu là Sin City và mình có đặt hàng thêm 1 ly làm theo ý của mình. Mình đánh giá cao cocktail ở đây vì khá đậm đà và dày mùi từ lưỡi đến cổ họng. Đối với ai chỉ quen uống cocktail toàn vị nước trái cây thì chắc sẽ không chịu nổi chỗ này. Nhưng một khi uống đã biết thưởng thức cocktail rồi thì chắc chắn sẽ không tìm được chỗ nào khác như chỗ này. Về không gian Không gian khá là ấm cúng, hơi vintage 1 xíu, phù hợp cho những type người chiL cần 1 nơi để tán gẫu và nhâm nhi cocktail. star star star nhạc nghe bảo có nhạc sống tối thứ 6 và thứ 7, rất hay và đa dạng nha,star star star sĩ thay đổi bài hát từ việt sang anh liên tục nè. Tóm gọn lại mình khá ấn tượng và thích chỗ này rồi đấy. Từ giờ SGC sẽ là nơi mình lui tới thường xuyên hơn.",entertain,10.0,0,0,0,5,0,0
Chỗ này mới mở nhưng cuối tuần hay lễ rất đông các đoàn đến nha. Vụ trí đường đi cũng dễ tìm Giá vé 30k. Tiền thuê áo bà ba để chơi là 30k.bộ. Menu ăn uống giá cũng ok chứ không mắc như bên MK nhưng mình chưa thử chất lượng do hôm đi khách quá trời đông. Có phòng nghỉ cho khách có nhu cầu lưu lại lun. Các trò chơi dân gian bạn có thể tham gia miễn phí. Phù hợp cho các hoạt động tập thể nha. Nhưng bên này có rất ít cây ăn trái so với các vườn khác nhe.,travel,5.4,4,0,0,0,0,0
.,foods,1.0,0,0,0,0,0,0
Quan có trên fOdy nè. Mọi ng ơi bữa trc được ăn ở đây ngon phết đấy .về nhà thấy mama bảo có quán phở được lên báo sáng lôi cổ dậy sớm dẫn đi ăn .tuần tới e về có e nào đi không e dẫn,foods,7.8,0,0,0,5,0,0
"Lần nào mua cũng phải là 3 bịch...vâng để ăn dần vì rất hay lên cơn thèm bT nhà nàng này. Mua của nàng ý là được trả lời nhiệt tình, rau và xoài để riêng...và ăn thì vô cùng ngon, đậm vị, cay tê lại chua chua...bánh tráng ngon nhất mình từng ăn. Sẽ đóng họ cho nàng dài lâu, tớ hứa!!!",foods,10.0,0,0,0,5,0,0
"Nghe bạn giới thiệu quán này nem ngon mà giờ mới được ăn. Nem ở đây không giống mấy quán khác nghen, này là nem nướng tôm bay đặc sản Phan Thiết, ăn giòn rụm thích lắm. Khi ăn thì cuốn rau chấm sốt như kiểu nem Nha Trang hay ăn. Quán có bán cả bún thịt nướng ăn cũng ok lắm.",foods,7.2,0,0,0,5,0,0
"Cơ sở trưng bày bán cũng khá nhiều đặc sản của Đà Lạt từ mứt trái cho đến cafe rượu vang, mua 10 tặng 1 nghe cũng ham lắm ah nhưng giá cả ở đây hơi mắc hơn chợ Đà Lạt nhiều trong thời buồi đồ Trung Quốc tràn lan nên mua đồ cũng phải tính táo mà chọn lựa. Ở đây mình không chắc là hàng tốt nên chỉ dám bình luận chung . Ở đây món KHOAI TÂY SẤY món mới ở Đà Lạt dạo gần đây thích hợp để làm quà lắm. Đến mua đồ phục vụ được dùng thử thoải mái từ mứt đến trà nước ép",shop,6.6,0,0,0,0,0,4
"Quán chắc mới nên nhân viên chưa chuyên nghiệp lắm. Lúc nhà mình đến không có nhân viên ra đón ok thôi tự đi vào hỏi , xong có hai em nhân viên trao đổi xem ngồi đâu và quyết định xếp nhà mình vào bàn số N trao đổi nội bộ trc mặt khách . Sau đó chỉ nhà mình vào buồng trong nhưng không có ai dẫn nhà mình ra bàn N đó cả, làm nhà mình phải ra hỏi bạn thu ngân xem bàn N đấy là bàn ở đâu. Đồ ăn ra rất nhanh nhưng vị hơi mặn pad thai, gỏi cá trê . Có món cari xanh tôm cổ hũ dừa ăn với xôi vừa miệng. Tráng miệng chè nóng hơi ngọt quá. Không gian đẹp, trê trung. Nhà mình chắc sẽ quay lại thôi vì những yếu tố kia hoàn toàn có thể khắc phục được",foods,8.0,0,0,0,2,0,0
Đi du lịch đừng vào nhà hàng to Vừa đắt mà không thấy sắt được miếng nào Vì lúc trời mưa mình đi xe máy nên từ bảo vệ đến nhân viên kiểu khinh khỉnh ý che ô cho khách đi ô tô nhưng kệ bọn mình xong vứt cho mình cái ô tự vào Bát canh mùng tơi với 2 con ngán 120k ngán thì tầm 20k con nếu ăn ở ngoài thôi Đĩa chả mực kia cũng 120k nhạt nhẽo không ngon bằng chả mực ở Legend BEr BigC Nem hải sản 1 mẹt này cũh tầm hơn 100k gì gần 200k gì đó mà ăn khá chán và món chán nhất phải kể đến cá kho kia được bê lên với sự vô duyên của nhân viên khi khách chưa gọi đã bê lên xong rồi và ăn thử thì chán dã man cá thì mục xương mà vẫn còn nguyên con nhưng mùi khen khét vị khá ngang,foods,4.8,0,0,0,1,0,0
Một nơi sống ảo tuyệt vời,travel,9.4,0,4,0,0,0,0
Spa này mặc dù khá ca trung tâm nhưng lượng khách rất ổn định vì giá cả với chất lượng của nó rất ok . Mình biết sản phẩm a qa vài lời giới thiệu của bạn bè. Chị chủ ở đây vui vẻ với nhiệt tình lắm. Khi mình tới sẽ được tư vấn chọn gói nào cho phù hợp với da mình lúc đó. Mình hay làm liệu trình trị mụn ở đây. So với các sản phẩm a khác thì giá ở đây khá mềm nhưng chất lượng rất ok . Chị chủ còn đưa ra lời khuyên về ăn uống các kiểu nữa. Nên đặt lịch trước khi qua để khỏi đợi lâu nha.,beauty,7.8,5,0,0,0,0,0
"Quán hơi nhỏ nhưng dễ tìm, trước thuê địa điểm khá lớn mà sau này bị bà chủ học lỏm nghề rồi đuổi phải thuê ra đây,khách quen vẫn theo quán tới địa điểm này bún đậu ở đây ngon nhất thành phố,ngon như những quán ngon nhất hà nội,xuất 25k đủ cả thịt chả cốm bún cuốn nem bla bla ăn đủ no, phục vụ khá nhanh mặc dù quán đông",foods,8.0,0,0,0,5,0,0
"Quán bình dân, giá cả hợp lý, món ăn ngon. Không gian thì bình thường, không có gì đặc sắc lắm. Quán có 2 tầng, tầng 2 có vẻ thoáng và thoải mái hơn. Đông khách nên hơi ồn.",foods,7.2,0,0,0,4,0,0
"This sản phẩm a provide the best sản phẩm a skiL and sevices. They maSage body by traditional methods that make my body fit and heathy again. Besides, the rOm atmo sản phẩm here and fagrance oil make me fEl comfortable. It’s the best sản phẩm a in DaNang.",beauty,10.0,5,0,0,0,0,0
"Chỗ này khá là khuất, đi xe hong để ý là bỏ qua liền, chỉ là một cái xe đẩy nhỏ thôi Mình có thử qua khoai lang chiên và bắp chiên rồi. Vì cơ bản là mình thích ngọt nên bắp hay khoai gì mình đều thấy ngon nhưng mà do là đồ chiên nên nhiều dầu, ăn mau ngán nữa. Ăn tầm 2 miếng là hết ăn nổi rồi. Gần đó có xe nước mía luôn nhé Giá thì theo mình nhớ cũng rẻ lắm, tầm mấy ngàn 1 miếng à, mấy lần mình mua còn được cho thêm nữa ",foods,7.2,0,0,0,5,0,0
"Vị trí Trên đường ra sân bay Cam Ranh, Mia nằm trên đèo Cù Hin. Đường cặp biển, mất tầm 20 phút chạy xe từ trung tâm Nha Trang. Không gian Từ trên đèo nhìn xuống biển rất ư là đẹp luôn. Nội thất sảnh toàn bằng gỗ, sàn cũng bằng gỗ, không gian mở, khung cửa nhìn thấy biển. Trên mỗi bàn đều có chậu lúa mầm. Tuyệt vời! Phục vụ Chỉ cần nói với bảo vệ đến đây uống cafe sẽ được hướng dẫn chổ để xe. Mỗi phục vụ phụ trách một bàn nên từ đầu đến cuối bạn được phép nhờ phục vụ giúp đỡ nếu cần thiết, mà họ cực nhiệt tình và chuyên nghiệp nhé! Giá cả Mình gọi Machiato 55,000 APle paSion 100,000 Phí dịch vụ và thuế 15 Chất lượng Cafe nén vừa phải, không bị khét nha. Bánh quy thật sự ngon. Vì ngon quá nên có ý mua thêm, anh phục vụ nói có thể và đem bánh ra nhưng khi tính tiền lại không có phần bánh thêm ấy. Nước ép táo, chanh dây rất chất lượng. Loại nước ép vẫn còn giữ lại 1 phần xác của trái cây làm mình rất thích. Chổ này thích hợp cho bạn nào muốn yên tĩnh ngắm cảnh và hít thở không khí trong lành vị biển.",travel,9.6,0,0,5,5,0,0
"Khám lớn cần thơ hay ngày xưa còn được gọi là nhà tù tỉnh, nơi giam giữ những chiến sĩ cách mạng cộng sản ngày trước. Nhà tù đã được sửa lại nên quy mô nhỏ hơn nhưng cũng khái quát được ít nhiều những hình ảnh ngày xưa của người tù cộng sản phải chịu cực khổ như thế nào ở đây. Nhà tù được xem là di sản văn hoá cấp quốc gia. Không gian ở đây rộng lắm. Có cả một bức tương cao to hơn 2m để không cho người tù có thể leo ra. Nếu đi nhóm trên 5 người sẽ được nghe thuyết mình. Không tính phí nhé",travel,8.0,5,0,0,0,0,0
"Quán khá là rộng ở đường quốc lộ, bán đồ ăn no như mì hủ tiếu, cơm tấm. cơm tấm nhìn thì ok còn ăn thì tệ vô cùng. giá là 15k khá là bèo nhưng ứ có ngon. mở cửa khá sớm từ 5h sáng đến 21h đêm. có võng để nằm, không gian cây vườn, có bàn bida để chơi. Phục vụ không vui tính, cọc cằn, khách đến ăn mà làm như xin ăn, thiếu điều muốn mở miệng ra là không muốn bán, bán buôn mà như đuổi khách",entertain,6.8,0,0,0,3,0,0
"Nhà mình lâu lâu nên ăn sang , qua bên for you ăn . Đồ ăn không phải rẻ nhưng chất lượng cũng rất tuyệt . Nhà mình có gọi tôm hùm bông , thịt dai ngon ngọt rất tuyệt vơi , giá 2 không là hơn 3tr . Có gọi cả oicd hương , sò huyết , cua hoàng đế sốt tiêu . Không gian rộng cực kì , đồ ăn ngon",wedding,9.0,0,0,0,5,0,0
"Chuyện kể thứ bảy tuần rồi đi hội chợ ở Superbowl đối diện mà đợt này bên đó không bán nước với đồ ăn nên ức chế đành lết qua Circle K mua nước cứu khát . Sản phẩm luôn châm đầy tại quầy và để giá kèm khuyến mãi rõ ràng lắm . Mua chai nước Vĩnh Hảo chanh với giá rẻ không tưởng lại còn được ướp lạnh chai này mua lẻ ở ngoài là tận 12k nhé . Nhân viên tính tiền cũng nhanh , có in biLs , mỗi tội là hay thiếu 500đ lắm nên ai mua hàng thủ sẵn 500đ hoặc mua cho chẵn tiền , nói thiếu mình thì kệ chứ đợt sau ra mua chả lẽ đòi",shop,7.6,0,0,0,5,0,5
"Gần nhà được bm dẫn đi ăn mấy lần đông khách, vào ngày lễ không đặt trước hay đi sớm là fuL bàn Nv thân thiện, dễ gần , được bố mình nhận xét là ngon và giá cả hợp lý nhất trong những quán dê ở Tp star tiết canh hấp ngon ,dễ ăn star bánh gạo lứt dễ ăn ,6cái dĩa 40k star thịt dê thui ngon, mỡ không quá nhiều star phịa đắng cũng ngon star có món vú dê ăn cũng hay hay star dê nướng thỉnh thoảng mình ăn có kha khá mỡ star món mới là dê quay nhưng hôm đó hết mình chưa được thử star súp ăn với bánh mướt khá nhiều xương Nhà mình đi tầm 11 12 hết tầm 1400k",foods,8.0,0,0,0,5,0,0
"Lần thứ 3 coi Avengers3, cũng ở Royal City, cũng tại phòng chiếu số 10. Mà vậy nên hôm nay mới có thời gian để ý cái phòng chiếu Cái phòng thì rộng mag cái màn chiếu nó nhỏ qué, hèn gì nữa coi lần đầu mình cứ thấy nó kỳ kỳ mà không đế ý lắm Bữa nay xài cái coupon trong lịch, được tặng 1 phần My Combo, đổi vị với up cỡ với mua thêm 1 ly nước nữa hết thêm 64k . ! Mà bên cánh trái của rạp không có lối đi nên lỡ mà bOk vé bên trong bất tiện ghê luôn á, hixhix",entertain,8.6,4,0,0,0,0,0
"Quán đẹp,nhân viên đợt mình đến thấy rất thân thiện.htrc sang BGiang giao hàng định vào nhưng không có t gì an.cafe ok mình dễ tính mà.. tầng 1thì ngồi hơi đông vui",foods,7.8,0,0,5,4,0,0
"Loại hình game khá mới ở Đà Nẵng, khá lạ và hay ho. Điểm cộng ở Locked là nội dung các phòng chơi mới và được thay đổi thường xuyên, câu hỏi khá kích thích và hại não Điểm trừ be bé là vị trí hơi khó tìm, phải đi vào coFE LEvins để lên, nhiều người mới đến lần đầu sẽ hơi khó khắn để tìm ra Locked",entertain,8.4,0,0,0,0,0,0
"Lần nào về Đà Nẵng cũng vất hết liêm sỉ để xin anh em bốn phương quăng cho cái địa chỉ quán ngon truyền thống. Lần này cũng vậy, mạnh dạn đem niềm tin đặt cho anh em, mạnh dạn đến thử và sẽ mạnh dạn quay trở lại nha. Yêu thương hết sức nước dùng bò kho. Hứa hẹn một màn comeback để trải nghiệm thêm món mì khô. Nghe đồn là tối có thể vắng hơn, lần sau rút kinh nghiệm chọnstar star star tối ăn nhiều không bị đánh giá",foods,8.4,0,0,0,5,0,0
"Mình cực thích không gian quán này. Siêu rộng rãi và thoáng mát, gió mát mẻ, phù hợp cho người lớn. Đồ ăn thì ngon và đậm đà lắm, nhà hàng này từ xưa rồi, mình ăn cũng nhiều lần và cực thích. Giá cả so với nhà hàng vậy rẻ, những món như gỏi, cơm chiên, chiên, xào tầm giao động xung quanh 40k, còn lẩu thì hơn 100k. Đồ ăn có món ngon có món thường. Phục vụ vui vẻ và nhanh nhẹn! . Thích hợp cho tổ chức sự kiện ngoài trời hay họp gia đình!!!",wedding,8.2,0,0,5,5,0,0
"Hoa Viên là một nhà hàng khá sang trọng và dành cho giới doanh nhân vào đây tiếp khách. Mình vào đây ăn thấy toàn người lớn tuổi chút, không có tEn. Không gian ở đây mang dáng vẻ cổ kính, với bàn ghế gỗ gam màu tối. Trong nhà hàng có cả phòng Vip cho những khách thích sự riêng tư. Hôm mình đi cùng nhóm bạn ngồi trong phòng Vip thấy trong phòng có đầy đủ tivi, điều hoà, rượu được bày trong tủ, trên tường treo rất nhiều tranh. Về phần đồ ăn thì mình thấy ngon, nộm sứa hơi nhiều rau, ít sứa nhưng trộn vừa miệng, dễ ăn. Sụn gà rang muối và sườn nướng cũng ngon. Đồ ăn trang trí đẹp mắt. Nhân viên bấm chuông cái là vào luôn, rất nhanh nhẹn và tươi cười.",wedding,8.4,0,0,5,4,0,0
"Vị trí ngay đầu Khâm Thiên, khá dễ tìm Không gian khá bé nhưng vừa đủ Phòng chơi ở Khâm Thiên thì có 4 phòng chơi. Các phòng tầm 5star riêng Evil Within 5star Review mình đi ở đây 2 lần và đều chơi Evil Within. Đây là phòng bé nhất trong các phòng ở Khâm Thiên nên đi nhóm đông thì hơi chật chội, hỗn loạn 1 chút. Phòng được trang trí phù hợp với cốt truyện, tạo được không khí rùng rợn, hồi hộp. Các thử thách đưa ra rất hấp dẫn và khó. Lần đầu đi thì ngay thử thách đầu tiên bọn mình đã phải đung hint. Còn lần thứ 2 thì vì đã biết hết các cửa trước nên qua khá nhanh nhưng cửa cuối thực sự siêu khó. Team có người đi tới 4 lần rồi không phá nổi cửa cuối. Nói chung là rất hài lòng về chất lượng ở đây Nhân viên thân thiệt, nhiệt tình star Từ giờ đến hết 21 10, We Escape đang có chương trình chào mừng ngày 20 10. Giá giảm chỉ còn 49 59k người. Đặc biệt là team nào đi đủ 8 nữ sẽ frE 100",entertain,8.4,0,0,0,0,0,0
0366773755. Thôn 4 cẩm quang cẩm xuyên hà tĩnh,foods,5.0,0,0,0,0,4,0
rất tốt service with resonable price. open 24 24. rOm is rất clean.,travel,9.4,0,0,0,0,5,0
"Quán chất lượng âm thanh tốt Hát rất âm , phục vụ dễ thương Phòng lại đẹp có thang máy Toilet sạch Giá lại rẻ",entertain,7.0,4,0,0,0,0,0
Mình lại đây được 2 lần ! Order món nào cũng ngon ! Nhiều món mới ! Không gian thì hơi hẹp ! Nhưng chị chủ dễ thương tận tình Vị trí dễ tìm !,foods,7.6,0,0,0,5,0,0
"Món đầu tiên trải nghiệm khi đến Bắc Giang. Theo đánh giá của mình thì món phở ở đây ngon và đậm chất Xưa. 1 bát phở khá nhiều bánh và thịt, thịt bò chín rất mềm và dễ ăn. Nước phở ở đây đặc biệt mình chưa thấy chỗ nào ngon bằng. Giá 1 bát phở khá rẻ 25k bát . Bước vào quán thấy rộng rãi sạch sẽ, ông chủ quán vui tính khoe gia đình đã làm phở tời nay được 4 đời nên lấy tên Phở Cổ Xưa.",foods,9.0,0,0,0,5,0,0
"Tuy vị trí hơi xa nhưng cũng đầy đủ các mặt hàng, từ ăn uống đến mua sắm luôn nhA",shop,7.8,0,0,0,0,0,4
"Đi sâu vào trong, qua suối vàng suối bạc cỡ 5 10km sẽ thấy cổng khu du lịch ngay truớc mắt. Gửi xe 5k. Vé cổng 60k xe gì Ep có bảng giá ở hình 150k khách. Hỏi ng đi truớc, chỉ có câu trả lời khá hài vô đó mình thành con cù lần . Xác định. Đi về luôn vì so với giá không đáng. Đại loại là cũng view sông núi suối cây, có cái con tên là cù lần đặc sản cơm lam. Nhưmg nghe tên và pr làm con ng ta tò mò muốn tới, nhưng trở lại lần nữa thì chắc không.",travel,5.2,5,0,0,5,0,0
Trời ơI to bự chà bá mà rẻ vc các cậu ơi. Mình uống không hết nổi cốc này luôn tại quá to luôn ý mn ạ thực sự luôn. Nhưng đồ uống ở đây các bạn uống sẽ cảm nhận được sự sạch sẽ luôn. Trân châu ở đây ngon cực nhé không giống các quán trà sữa khác đâu các bạn uống thử là biết liền nha. Quán mới nên sạch sẽ và có chỗ chụp ảnh cực xịn luôn huhU đỉnh lắm nhé đáng yêu cực. Bà chủ quán còn vui tính nữa chứ nhân viên ở đây cũng thân thiện nữa mình khá là ưng quán này luôn,foods,8.8,0,0,0,5,0,0
"Đường lên hồ hơi bị khó đi vì dốc là đá tảng được xếp gần gần nhau à nên chạy xe hơi bị tưng phải chạy chậm mới được ấy, nhưng lên tới hồ rồi thì cực kỳ xứng đáng luôn nhe hồ thì lớn, không gian lại đẹp cực kỳ luôn hồ nước xanh màu xanh lá nhìn mà bắt mắt lắm nhe, ở đây buổi trưa nóng cực kỳ luôn, gần hồ có vài người bán kem với nước để ăn uống giải khát nữa nhe, view hồ sống ảo phải nói là cực kỳ chuẩn luôn ấy nhe",travel,8.0,5,0,0,0,0,0
"Nghe nói mì cay Sasin có mặt ở TP Vinh nên đến thử liền Từng ăn ở Sài Gòn nhưng lâu rồi không có dịp ăn lại Sợi mì to, nước đậm đà, ăn cấp 4 cay lột lưỡi nhưng vẫn ngon Có gọi thêm trà đào vừa rẻ vừa ngon Mì chỉ có 42 45k một tô, ăn 2 người hết 130k là quá rẻ Nhân viên ở đây vừa vui vẻ lại nhiệt tình tư vấn, thân thiện Điểm trừ là không gian quán hơi nóng Hẹn ngày quay lại ăn thử hết món",foods,9.2,0,0,0,5,0,0
"Không biết mọi người thế nào nhưng theo mình vị trí hơi khó tìm, nhưng không sao, bạn chỉ cần hỏi thăm những người sống khu vực gần đó thì họ sẽ chỉ rõ ràng cho bạn,lúc đó thì không còn khó khăn nữa rồi thật ra cũng không khó tìm như mình nghĩ , chính vì tìm như vậy nên khi đến được đây lại càng vui hơn, cảm giác như đi phiêu lưu vậy. Phong cảnh ở đây thì không phải bàn cãi nữa rồi, rất đẹp, hoang sơ, núi đá hùng vĩ, nước hồ thì rất xanh luôn, chụp ảnh thì so dEp luôn á, vì ở xa nên mình tới nơi thì đã khá là nắng rồi, ở đây chủ yếu là núi đá và hồ nước nên bạn nào đi nhớ mang ô và kính theo nha.",travel,7.6,5,0,0,0,0,0
"Cảnh đẹp, thoải mái, trong lành nhưng nước uống pha không ngon.",travel,7.6,4,0,0,3,0,0
